"ADGROUP_PERFORMANCE_REPORT (Oct 1, 2021-Oct 31, 2021)"
Ad group ID,Ad group,Impressions,Clicks,Cost,Conversions,CTR,Currency,Day
125616902315,tradition home care,2,0,0,0.00,0.00%,USD,2021-10-21
125616902315,tradition home care,1,0,0,0.00,0.00%,USD,2021-10-19
125616902315,tradition home care,3,2,1850000,0.00,66.67%,USD,2021-10-22
125616902315,tradition home care,1,0,0,0.00,0.00%,USD,2021-10-20
125616902315,tradition home care,1,0,0,0.00,0.00%,USD,2021-10-05
125616902315,tradition home care,1,0,0,0.00,0.00%,USD,2021-10-04
125616902315,tradition home care,2,0,0,0.00,0.00%,USD,2021-10-02
125616902315,tradition home care,1,0,0,0.00,0.00%,USD,2021-10-13
125616902315,tradition home care,2,0,0,0.00,0.00%,USD,2021-10-23
125616902315,tradition home care,1,2,2380000,0.00,200.00%,USD,2021-10-29
125616902315,tradition home care,2,0,0,0.00,0.00%,USD,2021-10-10
125616902315,tradition home care,1,0,0,0.00,0.00%,USD,2021-10-08
125616902315,tradition home care,2,0,0,0.00,0.00%,USD,2021-10-28
125616902315,tradition home care,1,1,1490000,0.00,100.00%,USD,2021-10-09
129788507171,agency for home health care,120,6,17600000,0.00,5.00%,USD,2021-10-01
129788507171,agency for home health care,160,4,13100000,0.00,2.50%,USD,2021-10-24
129788507171,agency for home health care,35,4,14080000,0.00,11.43%,USD,2021-10-15
129788507171,agency for home health care,33,5,15230000,0.00,15.15%,USD,2021-10-12
129788507171,agency for home health care,85,4,14230000,1.00,4.71%,USD,2021-10-14
129788507171,agency for home health care,59,3,11110000,0.00,5.08%,USD,2021-10-27
129788507171,agency for home health care,214,5,14160000,0.00,2.34%,USD,2021-10-23
129788507171,agency for home health care,126,5,12050000,1.00,3.97%,USD,2021-10-28
129788507171,agency for home health care,131,4,14230000,1.00,3.05%,USD,2021-10-13
129788507171,agency for home health care,174,6,16480000,0.00,3.45%,USD,2021-10-08
129788507171,agency for home health care,31,5,16830000,0.00,16.13%,USD,2021-10-05
129788507171,agency for home health care,196,5,15650000,3.00,2.55%,USD,2021-10-02
129788507171,agency for home health care,187,4,15790000,0.00,2.14%,USD,2021-10-17
129788507171,agency for home health care,76,5,15470000,0.00,6.58%,USD,2021-10-18
129788507171,agency for home health care,19,1,4210000,0.00,5.26%,USD,2021-10-31
129788507171,agency for home health care,169,3,12770000,0.00,1.78%,USD,2021-10-30
129788507171,agency for home health care,54,4,13170000,0.00,7.41%,USD,2021-10-26
129788507171,agency for home health care,192,5,14480000,2.00,2.60%,USD,2021-10-16
129788507171,agency for home health care,145,4,14230000,0.00,2.76%,USD,2021-10-19
129788507171,agency for home health care,118,4,13810000,1.00,3.39%,USD,2021-10-21
129788507171,agency for home health care,139,6,17130000,0.00,4.32%,USD,2021-10-07
129788507171,agency for home health care,208,5,15470000,0.00,2.40%,USD,2021-10-10
129788507171,agency for home health care,85,4,13740000,0.00,4.71%,USD,2021-10-25
129788507171,agency for home health care,143,3,8880000,0.00,2.10%,USD,2021-10-29
129788507171,agency for home health care,219,4,13080000,0.00,1.83%,USD,2021-10-20
129788507171,agency for home health care,106,5,16410000,1.00,4.72%,USD,2021-10-11
129788507171,agency for home health care,184,4,11760000,0.00,2.17%,USD,2021-10-22
129788507171,agency for home health care,96,6,21520000,0.00,6.25%,USD,2021-10-09
129788507171,agency for home health care,120,5,16670000,1.00,4.17%,USD,2021-10-03
129788507171,agency for home health care,64,5,18810000,4.00,7.81%,USD,2021-10-06
129788507171,agency for home health care,179,5,16680000,0.00,2.79%,USD,2021-10-04
Total, --,3888,143,454550000,15.00,3.68%, --, --
